,type
4546,使用诱饵
4547,投递
4548,控制
4549,使用
4550,保持
4551,瞄准
4552,宣布
4553,暂停
4554,运营
4555,攻击
4556,入侵
4557,加密
4558,发现
4559,下载
4560,编写
4561,近日
4562,奇安信威胁情报中心
4563,捕获
4564,Transparent Tribe组织的针对印度国防军官的攻击样本
4565,印度政府国家信息中心的Kavach身份验证程序
4566,Crimson RAT
4567,Chrome图标
4568,恶意软件的更新
4569,下发
4570,执行
4571,SideCopy组织
4572,钓鱼攻击
4573,发现
4574,攻击
4575,钓鱼攻击
4576,CVE-2017-11882
4577,下载
4578,连接
4579,组织
4580,实施
4581,网络犯罪
4582,有针对性的网络攻击
4583,包括
4584,针对英国
4585,西班牙
4586,俄罗斯
4587,和
4588,美国
4589,政府组织的活动
4590,Gorgon也曾经被怀疑与Transparent Tribe
4591,APT 36有关联
4592,可能负责Aggah活动
4593,2020年Gorgon以商业买卖为主题对外贸公司进行钓鱼攻击
4594,近期360发现该组织在全球外贸论坛中利用发帖链接诱使外贸人士下载CVE-2017-11882漏洞利用的恶意文档
4595,文档运行后释放vbs脚本
4596,调用cmd命令启动cscript程序并启动后续载荷ServerCrypted.vbs
4597,最终通过IEX命令执行DownloadString下载jpg文件
4598,注入到RegAsm.exe中
4599,发现
4600,攻击
4601,包含
4602,使用诱饵
4603,投递
4604,控制
4605,利用漏洞
4606,实现全域感
4607,发现
4608,攻击
4609,包含
4610,使用诱饵
4611,投递
4612,控制
4613,执行恶意DLL
4614,获得对Windows工作站的初始访问
4615,使用Qbot恶意软件在环境中获得了初始立足点
4616,建立C2连接
4617,创建定时计划每30分钟启动一次beacon
4618,传播
4619,攻击
4620,复杂
4621,高适应性
4622,僵尸网络操作
4623,开展
4624,大规模的垃圾邮件活动
4625,使用
4626,比特支付
4627,勒索
4628,小批量的勒索
4629,安装
4630,修改
4631,隐藏
4632,访问
4633,下载
4634,发现
4635,攻击
4636,包含
4637,使用诱饵
4638,投递
4639,控制
4640,观察
4641,黑客
4642,在 Teams 对话中释放恶意可执行文件
4643,将数据写入 Windows 注册表
4644,安装 DLL 文件
4645,创建允许程序自行管理的快捷方式链接
4646,伪装成
4647,安装程序
4648,传播
4649,发现
4650,攻击
4651,下载
4652,执行
4653,传播
4654,部署
4655,VMware Cloud Director
4656,存在
4657,CLI 注入
4658,漏洞
4659,获得对运行 NSX Edge 操作系统易受攻击版本的设备的 SSH 访问权限
4660,利用此漏洞
4661,获得对底层操作系统的 root 访问权限
4662,开发
4663,部署
4664,使用
4665,发现
4666,漏洞
4667,攻击
4668,钓鱼文件攻击
4669,来自
4670,APT组织Lorec53
4671,网络攻击活动
4672,持续时间
4673,攻击目标
4674,攻击手法
4675,组织特征
4676,延续了
4677,诱饵设计
4678,乌克兰政府文档
4679,带有乌克兰语标题和扩展名的快捷方式文件
4680,带有乌克兰语文件名的cpl文件
4681,伪装成
4682,具有公信力的组织成员
4683,分发这些诱饵
4684,Molerats组织
4685,活跃
4686,中东地区
4687,攻击目标
4688,政治相关主题
4689,制作诱饵文档
4690,恶意宏
4691,模板注入
4692,exe文件
4693,伪装 Office 文档图标
4694,pdf文档
4695,C2通信
4696,Dropbox API
4697,Dropbox Token
4698,合法站点
4699,justpaste.it
4700,资产关联分析
4701,SSL证书指纹
4702,Molerats组织过往资产
4703,03Kimsuky组织
4704,针对特定大学教授
4705,鱼叉式钓鱼攻击
4706,发现
4707,攻击
4708,收集
4709,泄露
4710,获得
4711,制作者
4712,俄罗斯APT组织Gamaredon
4713,钓鱼文档
4714,乌克兰外交部文化外交伙伴
4715,信息和政治
4716,艺术
4717,音乐
4718,电影
4719,戏剧
4720,攻击
4721,渗透
4722,销毁
4723,注册
4724,模仿
4725,下载
4726,安装
4727,发现
4728,攻击
4729,包含
4730,使用诱饵
4731,投递
4732,控制
4733,"['发现', '攻击', '包含']"
4734,反虚拟机技术
4735,反沙盒技术
4736,反调试技术
4737,用加密的资源文件包装内部零件代码
4738,注入进程
4739,空心化技术
4740,攻击者创建处于挂起状态的新进程
4741,用恶意代码替换该进程的代码
4742,使用诱饵
4743,投递
4744,控制
4745,反虚拟机技术
4746,反沙盒技术
4747,反调试技术
4748,用加密的资源文件包装内部零件代码
4749,注入进程
4750,空心化技术
4751,攻击者创建处于挂起状态的新进程
4752,用恶意代码替换该进程的代码
4753,发现
4754,攻击
4755,包含
4756,使用诱饵
4757,投递
4758,控制
4759,Hancom Office 的 HwordApp.dll 存在漏洞
4760,允许攻击者破坏目标机器上的内存或执行远程代码
4761,TALOS-2021-1386
4762,使用诱饵
4763,攻击
4764,涉及
4765,Arid Viper
4766,组织
4767,首次披露
4768,针对
4769,巴勒斯坦地区
4770,间谍
4771,信息盗窃
4772,活动
4773,桌面
4774,移动平台
4775,Micropsia
4776,Delphi
4777,Python
4778,Android
4779,发现
4780,攻击
4781,利用
4782,下载器基础设施
4783,文件窃取器基础设施
4784,自定义远程管理工具Pteranodon的C2基础架构
4785,企图入侵
4786,测试活动
4787,涉及
4788,共享
4789,威胁
4790,组织
4791,访问
4792,乌克兰
4793,组织
4794,政府
4795,军队
4796,非政府组织
4797,司法机构
4798,执法机构
4799,非营利组织
4800,远程模板
4801,恶意宏
4802,网络钓鱼电子邮件
4803,有效负载
4804,进一步的有效负载
4805,严重混淆的VBScript
4806,混淆的PowerShell命令
4807,自解压档案
4808,LNK文件
4809,组合
4810,工具
4811,获得
4812,目标网络
4813,交互式访问
4814,UltraVNC
4815,远程桌面应用程序
4816,与目标主机交互
4817,自定义恶意二进制文件
4818,发现
4819,攻击
4820,利用
4821,绕过
4822,发现
4823,攻击
4824,包含
4825,使用诱饵
4826,投递
4827,控制
4828,攻击
4829,渗透
4830,销毁
4831,发现
4832,攻击
4833,包含
4834,使用诱饵
4835,投递
4836,控制
4837,利用Zimbra零日XSS漏洞
4838,冒充
4839,窃取
4840,利用
4841,Zimbra
4842,邮件平台
4843,中的
4844,零日跨站脚本（XSS）漏洞
4845,侦察
4846,剔除无效的和无反应的接收者
4847,发送
4848,鱼叉式钓鱼活动
4849,基本上是通用的
4850,大多以假期活动为主题
4851,攻击者
4852,将链接嵌入到其控制的基础设施
4853,受害者点击恶意链接后
4854,攻击者的基础设施将试图重定向到该组织的Zimbra网络邮件主机上的一个页面
4855,此页面利用了一个零日漏洞
4856,允许攻击者在登录Zimbra会话的情况下
4857,将任意的JavaScript加载到页面
4858,渗透
4859,窃取
4860,网络
4861,发现
4862,攻击
4863,包含
4864,使用诱饵
4865,投递
4866,控制
4867,升级
4868,渗透
4869,相关联
4870,传播
4871,收集系统信息
4872,尝试使用GetSystemInfo()API获取系统信息
4873,提取ProcessorType、NumberOfProcessors等信息
4874,添加/修改指定注册表值
4875,帮助攻击者设置远程桌面服务设置
4876,禁用WindowsDefender功能
4877,删除安全和维护图标
4878,禁用通知和操作中心
4879,使用vssadmin删除卷影副本
4880,开始加密之前禁用MSSQLServerOLAPService、MongoDB和SQLWrite等数据库应用程序
4881,执行自定义的解密逻辑来获取赎金票据的名称
4882,调用以下API来获取支持加密过程的系统权限
4883,窃取敏感的系统信息并将其写入TEMP文件夹中名为“MOJPMLVBJ”的文件
4884,发现
4885,攻击
4886,加密
4887,勒索
4888,发现
4889,攻击
4890,包含
4891,使用诱饵
4892,投递
4893,控制
4894,Transparent Tribe
4895,2016年2月
4896,被Proofpoint披露并命名
4897,ProjectM、C-Major
4898,南亚地区某国
4899,另一个由Paloalto Unit42团队披露的Gogron Group
4900,Crimson RAT攻击样本
4901,恶意软件图标
4902,查看
4903,Transparent Tribe组织的自有远控软件Crimson RAT
4904,供应链入侵
4905,利用访问权限
4906,支持多种动机
4907,包括经济利益
4908,和间谍活动
4909,美国政府对俄罗斯联邦外国情报局进行了一项行动
4910,获取 SolarWinds IT 管理软件的更新机制
4911,扩大其情报收集能力
4912,StellarParticle 活动
4913,利用的新颖策略和技术
4914,包括：
4915,1. 用于掩盖横向移动的凭证跳跃
4916,2. Office 365 服务主体和应用程序劫持、模拟和操纵
4917,3. 窃取浏览器 cookie 以绕过多因素身份验证
4918,4. 使用TrailBlazer植入程序和GoldMax恶意软件的 Linux 变种
4919,5. 使用 Get-ADReplAccount 窃取凭据
4920,下图为凭证跳跃技术示例：03MuddyWater 通过恶意 PDF、可执行文件针对土耳其用
4921,发现
4922,攻击
4923,包含
4924,使用诱饵
4925,投递
4926,控制
4927,分析
4928,发现
4929,报告
4930,认为
4931,存在
4932,相似之处
4933,不排除
4934,其他攻击团伙
4935,模仿海莲花
4936,具体身份
4937,发现
4938,攻击
4939,包含
4940,使用诱饵
4941,投递
4942,控制
4943,活动
4944,开始
4945,利用
4946,合法的云服务
4947,托管
4948,恶意软件payload
4949,中东地区
4950,目标
4951,窃取数据
4952,与以色列和巴勒斯坦冲突相关的诱饵
4953,在目标系统上安装.NET后门
4954,主要目标
4955,确定
4956,目标
4957,Excel下载程序的执行
4958,利用MSHTML远程代码执行漏洞
4959,在内存中执行恶意可执行文件
4960,命名为Graphite
4961,基于OneDrive Empire Stager
4962,通过Microsoft Graph API将OneDrive账户用作命令和控制服务器
4963,多阶段攻击
4964,APT组织
4965,2018年APT28
4966,攻击武器
4967,发现
4968,攻击
4969,包含
4970,使用诱饵
4971,投递
4972,控制
4973,分发
4974,远程访问木马
4975,钓鱼活动
4976,冒充
4977,航运公司马士基航运公司
4978,使用钓鱼邮件
4979,运行恶意宏
4980,安装STRRAT
4981,窃取目标信息
4982,进行假的勒索攻击
4983,使用Allatori工具对软件包进行混淆
4984,发现
4985,攻击
4986,包含
4987,使用诱饵
4988,投递
4989,控制
4990,发现
4991,攻击
4992,滥用谷歌标签管理器
4993,加载名为favicon的恶意负载
4994,研究
4995,发现
4996,攻击
4997,窃取
4998,渗透
4999,横向移动
5000,C2服务器
5001,滥用
5002,发现
5003,攻击
5004,包含
5005,使用诱饵
5006,投递
5007,控制
5008,发现
5009,攻击
5010,样本
5011,采用
5012,加密算法
5013,运行时参数
5014,日志功能
5015,收集处理器信息
5016,加密文件大小
5017,ESXi服务器
5018,虚拟机镜像
5019,加密
5020,使用
5021,盗用凭据
5022,渗透
5023,发生
5024,发现
5025,攻击
5026,包含
5027,使用诱饵
5028,投递
5029,控制
5030,攻击
5031,被攻击
5032,扫描
5033,寻找
5034,攻击
5035,影响
5036,发现
5037,攻击
5038,包含
5039,使用诱饵
5040,投递
5041,控制
5042,"['文件包含漏洞', 'CVE-2021-45467']"
5043,"['任意文件写入漏洞', 'CVE-2021-45466']"
5044,奇安信
5045,威胁情报
5046,红雨滴团队
5047,MuddyWater
5048,被Unit42披露
5049,中东地区
5050,安全部
5051,下属部门
5052,攻击
5053,电子邮件
5054,合法文件
5055,武器化
5056,分发
5057,高度混淆的PowerShell后门
5058,POWERSTATS
5059,攻击特点
5060,善于使用
5061,高度混淆的PowerShell后门POWERSTATS
5062,MuddyWater自被披露以来一直活跃
5063,不断有安全公司披露相关新样本及其后门新变种
5064,其攻击TTP也在不断更新
5065,分析
5066,还原
5067,发现
5068,攻击
5069,包含
5070,使用诱饵
5071,投递
5072,控制
5073,入侵
5074,合法网站
5075,挂载
5076,恶意后续载荷
5077,发现
5078,攻击
5079,包含
5080,使用诱饵
5081,投递
5082,控制
5083,传播
5084,远程访问
5085,木
5086,利用Arduino平台
5087,加载IceBot远程访问木马
5088,导致FIN7获得对受害者网络内系统的未经授权的远程访问
5089,发现
5090,下载
5091,分析
5092,研究
5093,深入研究
5094,DarkMusical
5095,Gedit
5096,攻击者
5097,利用
5098,下载器
5099,下载
5100,独立组件
5101,ShellExecuteWindowsAPI
5102,获取并保存新的C&C URL
5103,CVE-2017-11882
5104,删除
5105,文档
5106,RTF文件
5107,Go
5108,C++
5109,MinGW
5110,VisualStudio
5111,编写
5112,发现
5113,攻击
5114,使用
5115,下载
5116,安装
5117,发现
5118,攻击
5119,包含
5120,使用诱饵
5121,投递
5122,控制
5123,使用
5124,网络钓鱼
5125,攻击
5126,发送
5127,恶意链接
5128,下载
5129,恶意文件
5130,近日
5131,勒索软件
5132,家族
5133,WhiteRabbit
5134,通过
5135,在
5136,一家
5137,美国
5138,当地
5139,银行
5140,进行
5141,攻击
5142,而
5143,名声
5144,大噪
5145,发现
5146,攻击
5147,编写
5148,注册
5149,建立
5150,攻击
5151,利用
5152,攻击
5153,发现
5154,攻击
5155,包含
5156,使用诱饵
5157,投递
5158,控制
5159,发现
5160,攻击
5161,包含
5162,发布
5163,修复
5164,提交
5165,发现
5166,攻击
5167,包含
5168,使用诱饵
5169,投递
5170,控制
5171,发现
5172,攻击
5173,投递
5174,控制
5175,Patchwork
5176,活跃
5177,使用鱼叉式网络钓鱼攻击
5178,主要针对巴基斯坦
5179,Patchwork
5180,利用恶意RTF文件投放BADNEWS远程管理木马的一个变种
5181,在2021年11月底至12月初的最新活动中
5182,Patchwork
5183,利用Ragnatela RAT进行恶意活动
5184,通过鱼叉式网络钓鱼邮件传播给巴基斯坦的相关目标
5185,Patchwork
5186,利用Ragnatela RAT进行恶意活动
5187,具有讽刺意味的是，攻击者利用其RAT感染了自己，最后得到的是其电脑和虚拟机的键盘击键次数和屏幕截图
5188,发现
5189,攻击
5190,包含
5191,使用诱饵
5192,投递
5193,控制
5194,Patchwork组织攻击活动样本
5195,通过鱼叉式钓鱼邮件进行传播
5196,样本以相关内容作为诱饵
5197,利用CVE-2017-11882漏洞
5198,释放BADNEWS后门程序进行窃密活动
5199,利用
5200,恶意修改的
5201,DLL
5202,发起
5203,恶意软件活动
5204,分发
5205,安装
5206,加密货币窃取软件
5207,远控木马
5208,挖矿软件
5209,测试
5210,开发
5211,利用
5212,恶意软件
5213,侵入
5214,记录
5215,发现
5216,攻击
5217,包含
5218,使用诱饵
5219,投递
5220,控制
5221,研究
5222,发现
5223,联系
5224,分析
5225,发现
5226,共享
5227,开发
5228,目标
5229,转变
5230,攻击
5231,微软发布
5232,关于macOS中的漏洞powerdir（CVE-2021-30970）的分析报告
5233,利用漏洞
5234,绕过TCC技术
5235,访问用户数据
5236,发现
5237,攻击
5238,包含
5239,发现
5240,攻击
5241,包含
5242,使用诱饵
5243,投递
5244,控制
5245,Lazarus组织
5246,疑似
5247,国家背景
5248,APT集团
5249,社会工程学
5250,政府
5251,科研
5252,金融
5253,航空
5254,加密货币
5255,定向攻击活动
5256,窃取
5257,重要情报信息
5258,获取经济利益
5259,攻击航空业
5260,安全研究人員
5261,远程控制
5262,Google公司
5263,招聘诱饵文档
5264,攻击
5265,NppShell
5266,开发木马
5267,逃避安全软件检测
5268,复用
5269,攻击手法
5270,修改SumatraPDF阅读器
5271,攻击中东地区
5272,发现
5273,攻击
5274,包含
5275,使用诱饵
5276,投递
5277,控制
5278,发现
5279,攻击
5280,包含
5281,接收
5282,发送
5283,发现
5284,攻击
5285,投递
5286,控制
5287,游戏
5288,被曝出存在安全漏洞
5289,安装
5290,发现
5291,攻击
5292,利用
5293,发送
5294,钓鱼邮件
5295,提供
5296,填写
5297,打开
5298,填写
5299,获取
5300,敏感信息
5301,入侵
5302,勒索
5303,攻击
5304,在线 IT 服务器基础设施
5305,离线状态
5306,访问权限
5307,电视频道
5308,周报
5309,房地产网
5310,利用云视频平台
5311,向房地产站点分发
5312,入侵网站
5313,Purple Fox
5314,首次出现
5315,作为无文件下载器木马
5316,2018年
5317,Windows
5318,漏洞利用工具包分发
5319,近日
5320,云的即时消息应用程序
5321,Telegram
5322,的安装程序
5323,被破坏
5324,本次攻击活动
5325,通过将攻击载荷分成几个小文件
5326,最后阶段导致Purple Fox rootkit感染
5327,攻击链
5328,以
5329,恶意下载器使用名为“Telegram Desktop.exe”的 AutoIt 脚本从C2服务器安装其他恶意软件：1.rar – 包含下一阶段的文件；7zz.exe – 合法的 7z 归档程序。7zz.exe用于解压1.rar，其中包含rundll3222.exe 、 svchost.txt、 360.tct、ojbk.exe
5330,漏洞相关
5331,Apache APISIX Dashboard
5332,远程代码执行安全风险通告第二次更
5333,发现
5334,攻击
5335,包含
5336,远程代码执行
5337,发现
5338,漏洞
5339,发送
5340,攻击
5341,发送
5342,诱饵
5343,打开
5344,执行
5345,启动
5346,创建
5347,加载
5348,启动
5349,弹出
5350,Check Point
5351,披露
5352,Equation Group
5353,使用的
5354,全功能恶意软件框架DanderSpritz
5355,技术分析
5356,包含
5357,于2017年4月14日被Shadow Brokers公开
5358,发现
5359,攻击
5360,包含
5361,使用诱饵
5362,投递
5363,控制
5364,发现
5365,攻击
5366,NukeSped
5367,载荷
5368,恶意宏
5369,解密
5370,图形对象数据
5371,请求
5372,保留地址模板
5373,隐藏文件
5374,rundll32.exe
5375,服务器
5376,通讯连接
5377,发现
5378,攻击
5379,包含
5380,使用诱饵
5381,投递
5382,控制
5383,"['利用', 'Flagpro', '恶意软件']"
5384,发现
5385,攻击
5386,包含
5387,使用诱饵
5388,投递
5389,控制
5390,传播
5391,Echelon
5392,恶意软件
5393,数字货币
5394,钱包
5395,攻击者
5396,rar压缩包
5397,包含
5398,3个文件
5399,Echelon恶意可执行文件
5400,反调试功能
5401,使用ConfuserEx进行的代码混淆
